Time,Variable,Value,,,,,
12:11:25 PM,Accessory B Type,Rear Spreader,,,,,
12:11:25 PM,Accessory B State,Low,,,,,
12:11:25 PM,Accessory B Fill Level,24.05555556,,,,,
12:11:25 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:25 PM,GPS Location,"43.07406156635109,-89.40140834928832",,,,,
12:11:25 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:25 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:25 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:25 PM,Vehicle State 4 (Speed),2.359678064,,,,,
12:11:25 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:25 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:25 PM,Accessory A Type,Front Plow,,,,,
12:11:25 PM,Accessory A State,DOWN,,,,,
12:11:25 PM,Accessory B Type,Rear Spreader,,,,,
12:11:25 PM,Accessory B State,Low,,,,,
12:11:25 PM,Accessory B Fill Level,24,,,,,
12:11:25 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:25 PM,GPS Location,"43.07406309536696,-89.40140126107727",,,,,
12:11:25 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:25 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:25 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:25 PM,Vehicle State 4 (Speed),3.798303742,,,,,
12:11:25 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:25 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:25 PM,Accessory A Type,Front Plow,,,,,
12:11:25 PM,Accessory A State,DOWN,,,,,
12:11:25 PM,Accessory B Type,Rear Spreader,,,,,
12:11:25 PM,Accessory B State,Low,,,,,
12:11:25 PM,Accessory B Fill Level,23.94444444,,,,,
12:11:25 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:25 PM,GPS Location,"43.07406082309953,-89.40138682379879",,,,,
12:11:25 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:25 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:25 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:25 PM,Vehicle State 4 (Speed),6.778578435,,,,,
12:11:25 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:25 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:25 PM,Accessory A Type,Front Plow,,,,,
12:11:25 PM,Accessory A State,DOWN,,,,,
12:11:25 PM,Accessory B Type,Rear Spreader,,,,,
12:11:25 PM,Accessory B State,Low,,,,,
12:11:25 PM,Accessory B Fill Level,23.88888889,,,,,
12:11:25 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:25 PM,GPS Location,"43.07406072993981,-89.40138388373352",,,,,
12:11:25 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:25 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:25 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:25 PM,Vehicle State 4 (Speed),1.261608991,,,,,
12:11:25 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:25 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:25 PM,Accessory A Type,Front Plow,,,,,
12:11:25 PM,Accessory A State,DOWN,,,,,
12:11:25 PM,Accessory B Type,Rear Spreader,,,,,
12:11:25 PM,Accessory B State,Low,,,,,
12:11:25 PM,Accessory B Fill Level,23.83333333,,,,,
12:11:25 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:25 PM,GPS Location,"43.07406068767826,-89.4013838241598",,,,,
12:11:25 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:25 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:25 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:25 PM,Vehicle State 4 (Speed),0.043933159,,,,,
12:11:25 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:25 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:25 PM,Accessory A Type,Front Plow,,,,,
12:11:25 PM,Accessory A State,DOWN,,,,,
12:11:25 PM,Accessory B Type,Rear Spreader,,,,,
12:11:25 PM,Accessory B State,Low,,,,,
12:11:25 PM,Accessory B Fill Level,23.77777778,,,,,
12:11:25 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:25 PM,GPS Location,"43.07406598803617,-89.40137387295356",,,,,
12:11:25 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:25 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:25 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:25 PM,Vehicle State 4 (Speed),3.706491372,,,,,
12:11:25 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:25 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:25 PM,Accessory A Type,Front Plow,,,,,
12:11:25 PM,Accessory A State,DOWN,,,,,
12:11:25 PM,Accessory B Type,Rear Spreader,,,,,
12:11:25 PM,Accessory B State,Low,,,,,
12:11:25 PM,Accessory B Fill Level,23.72222222,,,,,
12:11:25 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:25 PM,GPS Location,"43.074070506884844,-89.40138433118074",,,,,
12:11:25 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:25 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:25 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:25 PM,Vehicle State 4 (Speed),6.697342932,,,,,
12:11:25 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:25 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:25 PM,Accessory A Type,Front Plow,,,,,
12:11:25 PM,Accessory A State,DOWN,,,,,
12:11:25 PM,Accessory B Type,Rear Spreader,,,,,
12:11:25 PM,Accessory B State,Low,,,,,
12:11:25 PM,Accessory B Fill Level,23.66666667,,,,,
12:11:25 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:25 PM,GPS Location,"43.07407902371999,-89.40138950695723",,,,,
12:11:25 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:25 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:25 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:25 PM,Vehicle State 4 (Speed),5.716893865,,,,,
12:11:25 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:25 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:25 PM,Accessory A Type,Front Plow,,,,,
12:11:25 PM,Accessory A State,DOWN,,,,,
12:11:25 PM,Accessory B Type,Rear Spreader,,,,,
12:11:25 PM,Accessory B State,Low,,,,,
12:11:25 PM,Accessory B Fill Level,23.61111111,,,,,
12:11:25 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:25 PM,GPS Location,"43.074076199769806,-89.40138893488796",,,,,
12:11:25 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:25 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:25 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:25 PM,Vehicle State 4 (Speed),1.348604264,,,,,
12:11:25 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:25 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:25 PM,Accessory A Type,Front Plow,,,,,
12:11:25 PM,Accessory A State,DOWN,,,,,
12:11:25 PM,Accessory B Type,Rear Spreader,,,,,
12:11:25 PM,Accessory B State,Low,,,,,
12:11:25 PM,Accessory B Fill Level,23.55555556,,,,,
12:11:26 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:26 PM,GPS Location,"43.07407369217395,-89.40140295785233",,,,,
12:11:26 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:26 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:26 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:26 PM,Vehicle State 4 (Speed),5.073418463,,,,,
12:11:26 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:26 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:26 PM,Accessory A Type,Front Plow,,,,,
12:11:26 PM,Accessory A State,DOWN,,,,,
12:11:26 PM,Accessory B Type,Rear Spreader,,,,,
12:11:26 PM,Accessory B State,Low,,,,,
12:11:26 PM,Accessory B Fill Level,23.5,,,,,
12:11:26 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:26 PM,GPS Location,"43.074054399822856,-89.40140038966805",,,,,
12:11:26 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:26 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:26 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:26 PM,Vehicle State 4 (Speed),8.005645604,,,,,
12:11:26 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:26 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:26 PM,Accessory A Type,Front Plow,,,,,
12:11:26 PM,Accessory A State,DOWN,,,,,
12:11:26 PM,Accessory B Type,Rear Spreader,,,,,
12:11:26 PM,Accessory B State,Low,,,,,
12:11:26 PM,Accessory B Fill Level,23.44444444,,,,,
12:11:26 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:26 PM,GPS Location,"43.07405606925112,-89.40139837420425",,,,,
12:11:26 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:26 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:26 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:26 PM,Vehicle State 4 (Speed),1.518703967,,,,,
12:11:26 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:26 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:26 PM,Accessory A Type,Front Plow,,,,,
12:11:26 PM,Accessory A State,DOWN,,,,,
12:11:26 PM,Accessory B Type,Rear Spreader,,,,,
12:11:26 PM,Accessory B State,Low,,,,,
12:11:26 PM,Accessory B Fill Level,23.38888889,,,,,
12:11:26 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:26 PM,GPS Location,"43.074057394034305,-89.40139746046628",,,,,
12:11:26 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:26 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:26 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:26 PM,Vehicle State 4 (Speed),2.945196724,,,,,
12:11:26 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:26 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:26 PM,Accessory A Type,Front Plow,,,,,
12:11:26 PM,Accessory A State,DOWN,,,,,
12:11:26 PM,Accessory B Type,Rear Spreader,,,,,
12:11:26 PM,Accessory B State,Low,,,,,
12:11:26 PM,Accessory B Fill Level,23.33333333,,,,,
12:11:26 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:26 PM,GPS Location,"43.07405743742113,-89.4013953944012",,,,,
12:11:26 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:26 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:26 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:26 PM,Vehicle State 4 (Speed),1.752334854,,,,,
12:11:26 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:26 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:26 PM,Accessory A Type,Front Plow,,,,,
12:11:26 PM,Accessory A State,DOWN,,,,,
12:11:26 PM,Accessory B Type,Rear Spreader,,,,,
12:11:26 PM,Accessory B State,Low,,,,,
12:11:26 PM,Accessory B Fill Level,23.27777778,,,,,
12:11:26 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:26 PM,GPS Location,"43.07405239247499,-89.4013909726099",,,,,
12:11:26 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:26 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:26 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:26 PM,Vehicle State 4 (Speed),2.332475752,,,,,
12:11:26 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:26 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:26 PM,Accessory A Type,Front Plow,,,,,
12:11:26 PM,Accessory A State,DOWN,,,,,
12:11:26 PM,Accessory B Type,Rear Spreader,,,,,
12:11:26 PM,Accessory B State,Low,,,,,
12:11:26 PM,Accessory B Fill Level,23.22222222,,,,,
12:11:26 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:26 PM,GPS Location,"43.074051911298625,-89.40140504703628",,,,,
12:11:26 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:26 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:26 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:26 PM,Vehicle State 4 (Speed),5.73289263,,,,,
12:11:26 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:26 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:26 PM,Accessory A Type,Front Plow,,,,,
12:11:26 PM,Accessory A State,DOWN,,,,,
12:11:26 PM,Accessory B Type,Rear Spreader,,,,,
12:11:26 PM,Accessory B State,Low,,,,,
12:11:26 PM,Accessory B Fill Level,23.16666667,,,,,
12:11:26 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:26 PM,GPS Location,"43.07403261385717,-89.40139145039792",,,,,
12:11:26 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:26 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:26 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:26 PM,Vehicle State 4 (Speed),7.024558921,,,,,
12:11:26 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:26 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:26 PM,Accessory A Type,Front Plow,,,,,
12:11:26 PM,Accessory A State,DOWN,,,,,
12:11:26 PM,Accessory B Type,Rear Spreader,,,,,
12:11:26 PM,Accessory B State,Low,,,,,
12:11:26 PM,Accessory B Fill Level,23.11111111,,,,,
12:11:26 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:26 PM,GPS Location,"43.07402959656505,-89.40138199448835",,,,,
12:11:26 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:26 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:26 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:26 PM,Vehicle State 4 (Speed),3.820046676,,,,,
12:11:26 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:26 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:26 PM,Accessory A Type,Front Plow,,,,,
12:11:26 PM,Accessory A State,DOWN,,,,,
12:11:26 PM,Accessory B Type,Rear Spreader,,,,,
12:11:26 PM,Accessory B State,Low,,,,,
12:11:26 PM,Accessory B Fill Level,23.05555556,,,,,
12:11:26 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:26 PM,GPS Location,"43.07401548556182,-89.40136370729408",,,,,
12:11:26 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:26 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:26 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:26 PM,Vehicle State 4 (Speed),7.885296956,,,,,
12:11:26 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:26 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:26 PM,Accessory A Type,Front Plow,,,,,
12:11:26 PM,Accessory A State,DOWN,,,,,
12:11:26 PM,Accessory B Type,Rear Spreader,,,,,
12:11:26 PM,Accessory B State,Low,,,,,
12:11:26 PM,Accessory B Fill Level,23,,,,,
12:11:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:27 PM,GPS Location,"43.07399666226121,-89.40138208379842",,,,,
12:11:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:27 PM,Vehicle State 4 (Speed),8.780933842,,,,,
12:11:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:27 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:27 PM,Accessory A Type,Front Plow,,,,,
12:11:27 PM,Accessory A State,DOWN,,,,,
12:11:27 PM,Accessory B Type,Rear Spreader,,,,,
12:11:27 PM,Accessory B State,Low,,,,,
12:11:27 PM,Accessory B Fill Level,22.94444444,,,,,
12:11:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:27 PM,GPS Location,"43.07399023897285,-89.40138436788457",,,,,
12:11:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:27 PM,Vehicle State 4 (Speed),2.386934501,,,,,
12:11:27 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:27 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:27 PM,Accessory A Type,Front Plow,,,,,
12:11:27 PM,Accessory A State,DOWN,,,,,
12:11:27 PM,Accessory B Type,Rear Spreader,,,,,
12:11:27 PM,Accessory B State,Low,,,,,
12:11:27 PM,Accessory B Fill Level,22.88888889,,,,,
12:11:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:27 PM,GPS Location,"43.073989983537786,-89.40138375051761",,,,,
12:11:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:27 PM,Vehicle State 4 (Speed),0.220313865,,,,,
12:11:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:27 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:27 PM,Accessory A Type,Front Plow,,,,,
12:11:27 PM,Accessory A State,DOWN,,,,,
12:11:27 PM,Accessory B Type,Rear Spreader,,,,,
12:11:27 PM,Accessory B State,Low,,,,,
12:11:27 PM,Accessory B Fill Level,22.83333333,,,,,
12:11:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:27 PM,GPS Location,"43.07398549367687,-89.40138282535462",,,,,
12:11:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:27 PM,Vehicle State 4 (Speed),1.985015378,,,,,
12:11:27 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:27 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:27 PM,Accessory A Type,Front Plow,,,,,
12:11:27 PM,Accessory A State,DOWN,,,,,
12:11:27 PM,Accessory B Type,Rear Spreader,,,,,
12:11:27 PM,Accessory B State,Low,,,,,
12:11:27 PM,Accessory B Fill Level,22.77777778,,,,,
12:11:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:27 PM,GPS Location,"43.07398515101201,-89.40138199294007",,,,,
12:11:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:27 PM,Vehicle State 4 (Speed),1.408112979,,,,,
12:11:27 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:27 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:27 PM,Accessory A Type,Front Plow,,,,,
12:11:27 PM,Accessory A State,DOWN,,,,,
12:11:27 PM,Accessory B Type,Rear Spreader,,,,,
12:11:27 PM,Accessory B State,Low,,,,,
12:11:27 PM,Accessory B Fill Level,22.72222222,,,,,
12:11:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:27 PM,GPS Location,"43.0739722782187,-89.40138187984111",,,,,
12:11:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:27 PM,Vehicle State 4 (Speed),4.758937634,,,,,
12:11:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:27 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:27 PM,Accessory A Type,Front Plow,,,,,
12:11:27 PM,Accessory A State,DOWN,,,,,
12:11:27 PM,Accessory B Type,Rear Spreader,,,,,
12:11:27 PM,Accessory B State,Low,,,,,
12:11:27 PM,Accessory B Fill Level,22.66666667,,,,,
12:11:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:27 PM,GPS Location,"43.073979168111215,-89.40136672865704",,,,,
12:11:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:27 PM,Vehicle State 4 (Speed),9.629628545,,,,,
12:11:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:27 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:27 PM,Accessory A Type,Front Plow,,,,,
12:11:27 PM,Accessory A State,DOWN,,,,,
12:11:27 PM,Accessory B Type,Rear Spreader,,,,,
12:11:27 PM,Accessory B State,Low,,,,,
12:11:27 PM,Accessory B Fill Level,22.61111111,,,,,
12:11:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:27 PM,GPS Location,"43.07397389641108,-89.40137468561286",,,,,
12:11:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:27 PM,Vehicle State 4 (Speed),2.905975016,,,,,
12:11:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:27 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:27 PM,Accessory A Type,Front Plow,,,,,
12:11:27 PM,Accessory A State,DOWN,,,,,
12:11:27 PM,Accessory B Type,Rear Spreader,,,,,
12:11:27 PM,Accessory B State,Low,,,,,
12:11:27 PM,Accessory B Fill Level,22.55555556,,,,,
12:11:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:27 PM,GPS Location,"43.07396188349495,-89.40138112392735",,,,,
12:11:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:27 PM,Vehicle State 4 (Speed),7.946160656,,,,,
12:11:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:27 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:27 PM,Accessory A Type,Front Plow,,,,,
12:11:27 PM,Accessory A State,DOWN,,,,,
12:11:27 PM,Accessory B Type,Rear Spreader,,,,,
12:11:27 PM,Accessory B State,Low,,,,,
12:11:27 PM,Accessory B Fill Level,22.5,,,,,
12:11:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:27 PM,GPS Location,"43.07396137326496,-89.40138160594536",,,,,
12:11:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:27 PM,Vehicle State 4 (Speed),0.462347241,,,,,
12:11:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:27 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:27 PM,Accessory A Type,Front Plow,,,,,
12:11:27 PM,Accessory A State,DOWN,,,,,
12:11:27 PM,Accessory B Type,Rear Spreader,,,,,
12:11:27 PM,Accessory B State,Low,,,,,
12:11:27 PM,Accessory B Fill Level,22.44444444,,,,,
12:11:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:28 PM,GPS Location,"43.07396487376405,-89.40138005938171",,,,,
12:11:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:28 PM,Vehicle State 4 (Speed),6.10487333,,,,,
12:11:28 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:28 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:28 PM,Accessory A Type,Front Plow,,,,,
12:11:28 PM,Accessory A State,DOWN,,,,,
12:11:28 PM,Accessory B Type,Rear Spreader,,,,,
12:11:28 PM,Accessory B State,Low,,,,,
12:11:28 PM,Accessory B Fill Level,22.38888889,,,,,
12:11:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:28 PM,GPS Location,"43.07396486849553,-89.40137985868768",,,,,
12:11:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:28 PM,Vehicle State 4 (Speed),0.122549123,,,,,
12:11:28 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:28 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:28 PM,Accessory A Type,Front Plow,,,,,
12:11:28 PM,Accessory A State,DOWN,,,,,
12:11:28 PM,Accessory B Type,Rear Spreader,,,,,
12:11:28 PM,Accessory B State,Low,,,,,
12:11:28 PM,Accessory B Fill Level,22.33333333,,,,,
12:11:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:28 PM,GPS Location,"43.07396479644314,-89.40137925795432",,,,,
12:11:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:28 PM,Vehicle State 4 (Speed),0.236063268,,,,,
12:11:28 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:28 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:28 PM,Accessory A Type,Front Plow,,,,,
12:11:28 PM,Accessory A State,DOWN,,,,,
12:11:28 PM,Accessory B Type,Rear Spreader,,,,,
12:11:28 PM,Accessory B State,Low,,,,,
12:11:28 PM,Accessory B Fill Level,22.27777778,,,,,
12:11:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:28 PM,GPS Location,"43.07397734540476,-89.40138527134064",,,,,
12:11:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:28 PM,Vehicle State 4 (Speed),5.782151386,,,,,
12:11:28 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:28 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:28 PM,Accessory A Type,Front Plow,,,,,
12:11:28 PM,Accessory A State,DOWN,,,,,
12:11:28 PM,Accessory B Type,Rear Spreader,,,,,
12:11:28 PM,Accessory B State,Low,,,,,
12:11:28 PM,Accessory B Fill Level,22.22222222,,,,,
12:11:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:28 PM,GPS Location,"43.07397969066958,-89.40138375080227",,,,,
12:11:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
